Index,Polymer,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo,Sum_of_frags
635,pva,74,22,ethanol,26.5,70,50,3,2.4433,13.375796,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
636,pva,74,22,ethanol,26.5,90,40,3,2.4549,5.228758,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
637,pva,70.7,22,ethanol,26.5,90,40,3,2.7158,5.109489,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
638,pva,74,22,ethanol,26.5,80,50,3,2.9897,10.509554,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
639,pva,74,22,ethanol,26.5,90,50,3,3.2577,5.541401,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
640,chitosan,55.1,18,ethanol,26.5,15,50,10,0.28,203.69,"[1, 3, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
641,pdms,108.08219,200,ethanol,26.5,90,25,2,0.041,0.108578,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
642,ptmsp,100,84.43,ethanol,26.5,95,50,0.04,0.3041,0.041137,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
643,ptmsp,100,79.72,ethanol,26.5,95,50,0.04,0.3594,0.042361,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
644,ptmsp,100,44.34,ethanol,26.5,95,50,0.04,0.6359,0.041256,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
645,ptmsp,100,32.55,ethanol,26.5,95,50,0.04,0.8295,0.041497,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
646,ptmsp,100,15.8,ethanol,26.5,95,50,0.04,1.7213,0.0449,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
647,ptmsp,100,14.96,ethanol,26.5,95,50,0.04,1.5246,0.044806,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
648,ptmsp,100,8.15,ethanol,26.5,95,50,0.04,2.6557,0.044975,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
649,ptmsp,100,7.82,ethanol,26.5,95,50,0.04,2.459,0.047861,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
650,ptmsp,100,4.37,ethanol,26.5,95,50,0.04,3.9344,0.048641,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
651,ptmsp,100,4.37,ethanol,26.5,95,50,0.04,4.0328,0.053673,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
652,pdms,108.08219,4,ethanol,26.5,95,50,0.04,1.3,0.140845,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
653,pdms,108.08219,4,ethanol,26.5,95,50,0.04,2.6,0.149254,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
654,ptmsp,100,2.35,ethanol,26.5,95,50,0.04,5.2623,0.052263,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
655,ptmsp,100,2.02,ethanol,26.5,95,50,0.04,4.6721,0.066174,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
656,ptmsp,100,1.93,ethanol,26.5,95,50,0.04,4.9672,0.071743,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
657,ptmsp,100,1.43,ethanol,26.5,95,50,0.04,5.9508,0.064043,"[5, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
658,pdms,108.08219,100,ethanol,26.5,95,50,4,0.0967,0.123977,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
659,pdms,108.08219,120,ethanol,26.5,94,40,1,0.027,0.114943,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
660,pva,69.6,40,ethanol,26.5,10,40,3.5,0.0791,519.756839,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
661,pva,69.6,40,ethanol,26.5,10,50,3.5,0.086,395.744681,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
662,pva,69.6,40,ethanol,26.5,10,60,3.5,0.1146,211.550152,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
663,pva,69.6,40,ethanol,26.5,10,70,3.5,0.1308,164.133739,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
664,pdms,103.72,8.9,ethanol,26.5,95,40,1,0.3812,0.175258,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
665,chitosan,41.21,25,ethanol,26.5,10,80,1,0.0548,158.2938,"[1, 3, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
666,alginate,38.74,28,ethanol,26.5,3,25,3,0.1504,64.779874,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
667,alginate,31.43,28,ethanol,26.5,3,25,3,0.1698,27.044025,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
668,alginate,55.57,28,ethanol,26.5,3,25,3,0.2589,23.27044,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
669,alginate,34.04,28,ethanol,26.5,3,25,3,0.2705,55.974843,"[1, 1, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
670,pva,59,45,ethanol,26.5,30,22,0.3,0.0322,214.507772,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
671,pva,59,45,ethanol,26.5,50,22,0.3,0.1074,55.958549,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
672,pva,70,45,ethanol,26.5,30,22,0.3,0.1202,9.326425,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
673,pva,59,45,ethanol,26.5,70,22,0.3,0.1868,9.326425,"[1, 2, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
674,chitosan,55.1,30,ethanol,26.5,10,25,1,0.319,309,"[1, 3, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
675,pdms,108.08219,9.5,ethanol,26.5,94,30,3,0.6523,0.121368,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
676,pdms,108.08219,9.5,ethanol,26.5,94,40,3,0.9112,0.123478,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
677,pdms,108.08219,9.5,ethanol,26.5,94,50,3,1.3071,0.118006,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
678,pdms,108.08219,9.5,ethanol,26.5,94,60,3,1.8706,0.114516,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
679,pdms,108.08219,9.5,ethanol,26.5,94,70,3,2.8299,0.121368,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
680,pdms,108.08219,87.5,ethanol,26.5,95,30,0.667,0.0319,0.1,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
681,pdms,108.08219,6,ethanol,26.5,95,30,0.667,0.625333333,0.111111,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
